"","code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","id"
"14171","DDD","2013B",560384,"F","South West Region","Lower Than A Level","40-50%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14172","DDD","2013B",560391,"M","London Region","HE Qualification","30-40%","35-55",0,60,"N","Pass","DDD 2013B"
"14173","DDD","2013B",560444,"M","London Region","HE Qualification","40-50%","35-55",0,90,"N","Pass","DDD 2013B"
"14174","DDD","2013B",560743,"M","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Withdrawn","DDD 2013B"
"14175","DDD","2013B",561088,"M","North Western Region","HE Qualification","60-70%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14176","DDD","2013B",561734,"M","North Region","Lower Than A Level","?","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14177","DDD","2013B",561848,"M","London Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Withdrawn","DDD 2013B"
"14178","DDD","2013B",564465,"M","West Midlands Region","A Level or Equivalent","40-50%","35-55",0,60,"N","Fail","DDD 2013B"
"14179","DDD","2013B",596620,"F","East Midlands Region","Lower Than A Level","20-30%","0-35",0,90,"Y","Withdrawn","DDD 2013B"
"14180","DDD","2013B",879295,"M","London Region","HE Qualification","20-30%","35-55",0,180,"N","Withdrawn","DDD 2013B"
"14181","DDD","2013B",907261,"F","Scotland","HE Qualification","50-60%","55<=",0,60,"N","Pass","DDD 2013B"
"14182","DDD","2013B",925553,"M","London Region","HE Qualification","90-100%","55<=",0,90,"N","Withdrawn","DDD 2013B"
"14183","DDD","2013B",957467,"M","Scotland","HE Qualification","20-30%","35-55",0,90,"N","Pass","DDD 2013B"
"14184","DDD","2013B",987203,"F","South West Region","Lower Than A Level","20-30%","35-55",6,130,"N","Withdrawn","DDD 2013B"
"14185","DDD","2013B",1018685,"M","North Region","Lower Than A Level","20-30%","35-55",0,60,"N","Fail","DDD 2013B"
"14186","DDD","2013B",1044992,"M","Wales","HE Qualification","70-80%","35-55",0,60,"N","Pass","DDD 2013B"
"14187","DDD","2013B",1060973,"M","East Anglian Region","Lower Than A Level","30-40%","35-55",0,120,"N","Withdrawn","DDD 2013B"
"14188","DDD","2013B",1068316,"M","Scotland","A Level or Equivalent","40-50%","35-55",0,75,"N","Pass","DDD 2013B"
"14189","DDD","2013B",1073372,"M","London Region","A Level or Equivalent","20-30%","35-55",0,90,"N","Withdrawn","DDD 2013B"
"14190","DDD","2013B",1095916,"M","South Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass","DDD 2013B"
"14191","DDD","2013B",1105628,"F","East Anglian Region","Lower Than A Level","90-100%","35-55",0,60,"N","Fail","DDD 2013B"
"14192","DDD","2013B",1107079,"F","Ireland","A Level or Equivalent","60-70%","35-55",1,120,"N","Withdrawn","DDD 2013B"
"14193","DDD","2013B",1311171,"M","South Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","DDD 2013B"
"14194","DDD","2013B",1347447,"M","East Anglian Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","DDD 2013B"
"14195","DDD","2013B",1351739,"M","South East Region","A Level or Equivalent","60-70%","35-55",1,90,"N","Pass","DDD 2013B"
"14196","DDD","2013B",1384882,"M","East Anglian Region","HE Qualification","30-40%","35-55",1,120,"N","Fail","DDD 2013B"
"14197","DDD","2013B",1392016,"M","South East Region","Lower Than A Level","10-20","35-55",0,60,"N","Fail","DDD 2013B"
"14198","DDD","2013B",1430804,"M","West Midlands Region","Lower Than A Level","70-80%","35-55",0,120,"N","Withdrawn","DDD 2013B"
"14199","DDD","2013B",1444134,"F","East Midlands Region","HE Qualification","50-60%","35-55",0,60,"N","Pass","DDD 2013B"
"14200","DDD","2013B",1446954,"F","East Midlands Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Fail","DDD 2013B"
"14201","DDD","2013B",1470291,"F","South West Region","HE Qualification","70-80%","35-55",0,60,"N","Pass","DDD 2013B"
"14202","DDD","2013B",1510198,"F","South Region","A Level or Equivalent","80-90%","35-55",0,70,"Y","Pass","DDD 2013B"
"14203","DDD","2013B",1534854,"M","South West Region","Lower Than A Level","50-60%","35-55",0,90,"N","Fail","DDD 2013B"
"14204","DDD","2013B",1577134,"F","North Western Region","A Level or Equivalent","0-10%","35-55",0,60,"N","Fail","DDD 2013B"
"14205","DDD","2013B",1584449,"M","South Region","Lower Than A Level","90-100%","35-55",1,270,"Y","Fail","DDD 2013B"
"14206","DDD","2013B",1587816,"M","East Anglian Region","A Level or Equivalent","90-100%","35-55",0,120,"N","Fail","DDD 2013B"
"14207","DDD","2013B",1587817,"M","East Anglian Region","Lower Than A Level","80-90%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14208","DDD","2013B",1611842,"F","South East Region","A Level or Equivalent","90-100%","35-55",0,70,"N","Pass","DDD 2013B"
"14209","DDD","2013B",1620593,"M","Scotland","Lower Than A Level","0-10%","35-55",1,60,"N","Fail","DDD 2013B"
"14210","DDD","2013B",1622020,"M","North Western Region","HE Qualification","20-30%","35-55",0,120,"N","Withdrawn","DDD 2013B"
"14211","DDD","2013B",1626418,"M","East Anglian Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","DDD 2013B"
"14212","DDD","2013B",1638119,"M","Wales","A Level or Equivalent","80-90%","35-55",0,60,"N","Fail","DDD 2013B"
"14213","DDD","2013B",1638425,"F","Scotland","HE Qualification","0-10%","35-55",0,120,"N","Fail","DDD 2013B"
"14214","DDD","2013B",1640773,"M","North Western Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Distinction","DDD 2013B"
"14215","DDD","2013B",1651198,"F","London Region","HE Qualification","0-10%","35-55",1,150,"N","Pass","DDD 2013B"
"14216","DDD","2013B",1656527,"F","South East Region","Lower Than A Level","80-90%","0-35",1,120,"N","Withdrawn","DDD 2013B"
"14217","DDD","2013B",1664920,"M","North Western Region","HE Qualification","20-30%","55<=",1,90,"N","Pass","DDD 2013B"
"14218","DDD","2013B",1690836,"M","Scotland","A Level or Equivalent","60-70%","35-55",0,60,"N","Distinction","DDD 2013B"
"14219","DDD","2013B",1696174,"M","East Anglian Region","Lower Than A Level","0-10%","35-55",1,180,"N","Pass","DDD 2013B"
"14220","DDD","2013B",1719566,"M","Scotland","A Level or Equivalent","50-60%","35-55",0,60,"N","Pass","DDD 2013B"
"14221","DDD","2013B",1730611,"F","East Anglian Region","A Level or Equivalent","90-100%","35-55",1,150,"N","Withdrawn","DDD 2013B"
"14222","DDD","2013B",1741838,"M","North Western Region","HE Qualification","30-40%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14223","DDD","2013B",1766513,"M","South East Region","Lower Than A Level","80-90%","35-55",0,70,"N","Withdrawn","DDD 2013B"
"14224","DDD","2013B",1819994,"M","South Region","HE Qualification","70-80%","55<=",0,90,"N","Withdrawn","DDD 2013B"
"14225","DDD","2013B",1841753,"F","South West Region","A Level or Equivalent","10-20","35-55",0,75,"N","Withdrawn","DDD 2013B"
"14226","DDD","2013B",1843026,"F","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail","DDD 2013B"
"14227","DDD","2013B",1843355,"M","East Anglian Region","Lower Than A Level","90-100%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14228","DDD","2013B",1845093,"F","London Region","A Level or Equivalent","0-10%","35-55",1,120,"N","Withdrawn","DDD 2013B"
"14229","DDD","2013B",1879272,"F","Scotland","HE Qualification","80-90%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14230","DDD","2013B",1901165,"M","South Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14231","DDD","2013B",1906919,"M","North Western Region","Lower Than A Level","0-10%","35-55",0,60,"N","Fail","DDD 2013B"
"14232","DDD","2013B",1913872,"F","South Region","A Level or Equivalent","90-100%","55<=",0,80,"N","Withdrawn","DDD 2013B"
"14233","DDD","2013B",1922497,"F","East Anglian Region","A Level or Equivalent","40-50%","0-35",1,120,"N","Withdrawn","DDD 2013B"
"14234","DDD","2013B",1935774,"M","South West Region","A Level or Equivalent","40-50%","0-35",1,120,"N","Withdrawn","DDD 2013B"
"14235","DDD","2013B",1944130,"M","London Region","A Level or Equivalent","0-10%","35-55",0,70,"N","Pass","DDD 2013B"
"14236","DDD","2013B",1945240,"M","East Midlands Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass","DDD 2013B"
"14237","DDD","2013B",1962854,"M","London Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14238","DDD","2013B",1968757,"M","North Western Region","HE Qualification","50-60%","35-55",0,60,"N","Pass","DDD 2013B"
"14239","DDD","2013B",1976350,"M","Wales","A Level or Equivalent","70-80%","35-55",0,90,"N","Pass","DDD 2013B"
"14240","DDD","2013B",1982845,"F","South East Region","HE Qualification","60-70%","35-55",1,90,"N","Pass","DDD 2013B"
"14241","DDD","2013B",2002727,"M","North Western Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Withdrawn","DDD 2013B"
"14242","DDD","2013B",2006894,"M","South Region","Post Graduate Qualification","90-100%","55<=",0,60,"N","Distinction","DDD 2013B"
"14243","DDD","2013B",2020916,"M","North Region","Lower Than A Level","40-50%","0-35",0,60,"N","Pass","DDD 2013B"
"14244","DDD","2013B",2028388,"M","London Region","Lower Than A Level","40-50%","35-55",0,90,"N","Pass","DDD 2013B"
"14245","DDD","2013B",2034000,"F","South West Region","Lower Than A Level","50-60%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14246","DDD","2013B",2036685,"M","Scotland","HE Qualification","10-20","35-55",1,60,"N","Fail","DDD 2013B"
"14247","DDD","2013B",2037479,"M","North Western Region","Lower Than A Level","60-70%","0-35",0,180,"N","Withdrawn","DDD 2013B"
"14248","DDD","2013B",2046628,"M","Ireland","HE Qualification","60-70%","35-55",0,90,"Y","Withdrawn","DDD 2013B"
"14249","DDD","2013B",2063578,"M","Scotland","A Level or Equivalent","0-10%","0-35",0,70,"N","Distinction","DDD 2013B"
"14250","DDD","2013B",2080539,"M","Scotland","Lower Than A Level","50-60%","0-35",0,60,"N","Pass","DDD 2013B"
"14251","DDD","2013B",2082180,"M","London Region","A Level or Equivalent","90-100%","0-35",1,60,"N","Withdrawn","DDD 2013B"
"14252","DDD","2013B",2088765,"F","South Region","HE Qualification","90-100%","35-55",0,70,"Y","Pass","DDD 2013B"
"14253","DDD","2013B",2094546,"M","East Anglian Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14254","DDD","2013B",2126013,"M","East Midlands Region","Lower Than A Level","20-30%","35-55",0,60,"Y","Withdrawn","DDD 2013B"
"14255","DDD","2013B",2133242,"F","Yorkshire Region","Lower Than A Level","0-10%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14256","DDD","2013B",2140311,"M","Scotland","HE Qualification","30-40%","35-55",0,160,"N","Pass","DDD 2013B"
"14257","DDD","2013B",2141506,"F","North Region","A Level or Equivalent","60-70%","35-55",1,120,"N","Withdrawn","DDD 2013B"
"14258","DDD","2013B",2142579,"M","London Region","Lower Than A Level","40-50%","0-35",0,60,"N","Fail","DDD 2013B"
"14259","DDD","2013B",2146936,"F","North Western Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Fail","DDD 2013B"
"14260","DDD","2013B",2154361,"M","Scotland","Lower Than A Level","70-80%","0-35",1,90,"N","Fail","DDD 2013B"
"14261","DDD","2013B",2155857,"M","North Region","A Level or Equivalent","10-20","0-35",0,180,"N","Withdrawn","DDD 2013B"
"14262","DDD","2013B",2156514,"M","South West Region","A Level or Equivalent","50-60%","55<=",0,90,"N","Pass","DDD 2013B"
"14263","DDD","2013B",2177871,"M","London Region","HE Qualification","20-30%","35-55",0,120,"N","Pass","DDD 2013B"
"14264","DDD","2013B",2191819,"F","Wales","HE Qualification","60-70%","35-55",0,90,"N","Withdrawn","DDD 2013B"
"14265","DDD","2013B",2193231,"M","East Midlands Region","Lower Than A Level","0-10%","35-55",0,60,"N","Fail","DDD 2013B"
"14266","DDD","2013B",2195445,"F","North Western Region","HE Qualification","0-10%","0-35",0,60,"Y","Pass","DDD 2013B"
"14267","DDD","2013B",2209728,"F","South Region","A Level or Equivalent","90-100%","35-55",1,60,"N","Pass","DDD 2013B"
"14268","DDD","2013B",2214589,"M","West Midlands Region","Lower Than A Level","20-30%","35-55",1,240,"N","Withdrawn","DDD 2013B"
"14269","DDD","2013B",2227786,"M","London Region","HE Qualification","30-40%","35-55",1,130,"N","Fail","DDD 2013B"
"14270","DDD","2013B",2228206,"M","West Midlands Region","A Level or Equivalent","70-80%","35-55",1,180,"N","Withdrawn","DDD 2013B"
"14271","DDD","2013B",2229785,"M","West Midlands Region","HE Qualification","10-20","0-35",0,90,"N","Withdrawn","DDD 2013B"
"14272","DDD","2013B",2231961,"M","London Region","HE Qualification","10-20","35-55",1,60,"N","Distinction","DDD 2013B"
"14273","DDD","2013B",2232218,"M","South Region","A Level or Equivalent","30-40%","35-55",0,150,"N","Withdrawn","DDD 2013B"
"14274","DDD","2013B",2238679,"M","North Western Region","HE Qualification","0-10%","35-55",1,60,"N","Fail","DDD 2013B"
"14275","DDD","2013B",2248715,"M","South West Region","HE Qualification","70-80%","0-35",1,90,"N","Pass","DDD 2013B"
"14276","DDD","2013B",2267712,"F","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail","DDD 2013B"
"14277","DDD","2013B",2279449,"M","South West Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","DDD 2013B"
"14278","DDD","2013B",2281292,"M","Scotland","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass","DDD 2013B"
"14279","DDD","2013B",2283212,"F","Scotland","Lower Than A Level","20-30%","0-35",1,60,"N","Withdrawn","DDD 2013B"
"14280","DDD","2013B",2298696,"M","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"N","Withdrawn","DDD 2013B"
"14281","DDD","2013B",2318590,"F","East Anglian Region","HE Qualification","60-70%","0-35",0,60,"N","Withdrawn","DDD 2013B"
"14282","DDD","2013B",2321898,"M","East Anglian Region","Lower Than A Level","70-80%","0-35",0,60,"N","Fail","DDD 2013B"
"14283","DDD","2013B",2330534,"F","South East Region","Lower Than A Level","90-100%","35-55",0,60,"N","Fail","DDD 2013B"
"14284","DDD","2013B",2332060,"M","East Anglian Region","Lower Than A Level","50-60%","0-35",0,60,"Y","Pass","DDD 2013B"
"14285","DDD","2013B",2338290,"M","East Anglian Region","A Level or Equivalent","80-90%","0-35",2,120,"N","Withdrawn","DDD 2013B"
"14286","DDD","2013B",2348111,"F","South Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass","DDD 2013B"
"14287","DDD","2013B",2350300,"F","South Region","A Level or Equivalent","80-90%","0-35",1,120,"Y","Fail","DDD 2013B"
"14288","DDD","2013B",2353766,"F","North Western Region","HE Qualification","20-30%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14289","DDD","2013B",2358423,"F","South East Region","A Level or Equivalent","10-20","0-35",1,120,"Y","Pass","DDD 2013B"
"14290","DDD","2013B",2374051,"F","West Midlands Region","A Level or Equivalent","30-40%","0-35",3,120,"N","Fail","DDD 2013B"
"14291","DDD","2013B",2374404,"M","Ireland","Post Graduate Qualification","?","35-55",0,60,"N","Pass","DDD 2013B"
"14292","DDD","2013B",2375123,"M","North Western Region","HE Qualification","70-80%","0-35",0,60,"N","Withdrawn","DDD 2013B"
"14293","DDD","2013B",2375627,"M","Wales","A Level or Equivalent","30-40%","0-35",0,60,"Y","Withdrawn","DDD 2013B"
"14294","DDD","2013B",2377623,"F","East Midlands Region","HE Qualification","30-40%","35-55",0,80,"N","Pass","DDD 2013B"
"14295","DDD","2013B",2381845,"F","North Western Region","Lower Than A Level","30-40%","0-35",1,160,"N","Fail","DDD 2013B"
"14296","DDD","2013B",2388623,"F","South Region","A Level or Equivalent","90-100%","0-35",0,60,"Y","Pass","DDD 2013B"
"14297","DDD","2013B",2400764,"F","Scotland","HE Qualification","80-90%","0-35",0,60,"N","Fail","DDD 2013B"
"14298","DDD","2013B",2406709,"M","Scotland","HE Qualification","30-40%","0-35",0,60,"N","Distinction","DDD 2013B"
"14299","DDD","2013B",2418045,"M","South West Region","A Level or Equivalent","40-50%","35-55",1,120,"N","Pass","DDD 2013B"
"14300","DDD","2013B",2418580,"M","North Western Region","Lower Than A Level","70-80%","0-35",0,60,"N","Pass","DDD 2013B"
"14301","DDD","2013B",2421609,"M","East Anglian Region","Lower Than A Level","60-70%","0-35",1,60,"N","Fail","DDD 2013B"
"14302","DDD","2013B",2435965,"M","North Western Region","A Level or Equivalent","30-40%","35-55",2,120,"Y","Withdrawn","DDD 2013B"
"14303","DDD","2013B",2444632,"M","North Western Region","HE Qualification","80-90%","35-55",0,60,"N","Pass","DDD 2013B"
"14304","DDD","2013B",2451672,"M","South Region","HE Qualification","40-50%","35-55",0,60,"N","Fail","DDD 2013B"
"14305","DDD","2013B",2454933,"F","North Western Region","HE Qualification","60-70%","35-55",2,150,"N","Fail","DDD 2013B"
"14306","DDD","2013B",2456387,"M","East Anglian Region","A Level or Equivalent","70-80%","35-55",2,130,"N","Withdrawn","DDD 2013B"
"14307","DDD","2013B",2456612,"M","Yorkshire Region","HE Qualification","40-50%","35-55",1,60,"N","Pass","DDD 2013B"
"14308","DDD","2013B",2459878,"M","East Midlands Region","A Level or Equivalent","10-20","35-55",0,60,"N","Pass","DDD 2013B"
"14309","DDD","2013B",2460752,"F","West Midlands Region","A Level or Equivalent","10-20","0-35",0,60,"N","Pass","DDD 2013B"
"14310","DDD","2013B",2465876,"F","Wales","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","DDD 2013B"
"14311","DDD","2013B",2476998,"F","London Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","DDD 2013B"
"14312","DDD","2013B",2479086,"F","Scotland","Lower Than A Level","20-30%","0-35",0,60,"N","Withdrawn","DDD 2013B"
"14313","DDD","2013B",2480562,"F","North Region","Lower Than A Level","?","35-55",1,315,"N","Withdrawn","DDD 2013B"
"14314","DDD","2013B",2498388,"F","North Region","Lower Than A Level","?","0-35",0,60,"Y","Pass","DDD 2013B"
"14315","DDD","2013B",2499307,"M","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Fail","DDD 2013B"
"14316","DDD","2013B",2501479,"M","Scotland","HE Qualification","40-50%","35-55",0,60,"N","Fail","DDD 2013B"
"14317","DDD","2013B",2501768,"F","East Midlands Region","Lower Than A Level","10-20","35-55",1,120,"N","Pass","DDD 2013B"
"14318","DDD","2013B",2502504,"F","South East Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","DDD 2013B"
"14319","DDD","2013B",2502707,"M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,90,"N","Withdrawn","DDD 2013B"
"14320","DDD","2013B",2505501,"M","East Midlands Region","HE Qualification","60-70%","35-55",0,180,"N","Pass","DDD 2013B"
"14321","DDD","2013B",2508785,"F","South Region","Lower Than A Level","80-90%","0-35",3,130,"N","Fail","DDD 2013B"
"14322","DDD","2013B",2513245,"M","North Western Region","Lower Than A Level","20-30%","0-35",0,120,"N","Pass","DDD 2013B"
"14323","DDD","2013B",2517826,"F","Yorkshire Region","HE Qualification","50-60%","35-55",0,120,"N","Withdrawn","DDD 2013B"
"14324","DDD","2013B",2518617,"M","East Anglian Region","Lower Than A Level","40-50%","0-35",0,60,"N","Fail","DDD 2013B"
"14325","DDD","2013B",2523146,"M","East Midlands Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Withdrawn","DDD 2013B"
"14326","DDD","2013B",2526483,"M","Scotland","Lower Than A Level","20-30%","35-55",0,60,"Y","Fail","DDD 2013B"
"14327","DDD","2013B",2531298,"F","North Western Region","A Level or Equivalent","0-10%","35-55",0,120,"N","Fail","DDD 2013B"
"14328","DDD","2013B",2532322,"M","South Region","A Level or Equivalent","90-100%","35-55",0,90,"Y","Pass","DDD 2013B"
"14329","DDD","2013B",2535493,"M","North Region","A Level or Equivalent","?","0-35",0,100,"N","Withdrawn","DDD 2013B"
"14330","DDD","2013B",2536214,"F","South West Region","Lower Than A Level","50-60%","0-35",1,120,"Y","Fail","DDD 2013B"
"14331","DDD","2013B",2537695,"M","London Region","HE Qualification","20-30%","0-35",0,60,"N","Distinction","DDD 2013B"
"14332","DDD","2013B",2540922,"M","North Western Region","A Level or Equivalent","20-30%","0-35",3,120,"N","Pass","DDD 2013B"
"14333","DDD","2013B",2543267,"M","South Region","Lower Than A Level","40-50%","35-55",0,60,"N","Fail","DDD 2013B"
"14334","DDD","2013B",2543600,"M","North Western Region","Lower Than A Level","40-50%","35-55",1,120,"Y","Pass","DDD 2013B"
"14335","DDD","2013B",2545113,"M","North Western Region","A Level or Equivalent","70-80%","35-55",1,60,"N","Withdrawn","DDD 2013B"
"14336","DDD","2013B",2546792,"M","North Western Region","Lower Than A Level","20-30%","0-35",0,60,"N","Withdrawn","DDD 2013B"
"14337","DDD","2013B",2547321,"F","London Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","DDD 2013B"
"14338","DDD","2013B",2547402,"M","South East Region","Lower Than A Level","50-60%","0-35",2,180,"Y","Pass","DDD 2013B"
"14339","DDD","2013B",2549875,"M","Ireland","Post Graduate Qualification","?","0-35",1,120,"N","Pass","DDD 2013B"
"14340","DDD","2013B",2549939,"F","Scotland","HE Qualification","90-100%","35-55",0,60,"N","Pass","DDD 2013B"
"14341","DDD","2013B",2554973,"M","South Region","Lower Than A Level","40-50%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14342","DDD","2013B",2571497,"F","East Anglian Region","Lower Than A Level","40-50%","0-35",0,120,"N","Pass","DDD 2013B"
"14343","DDD","2013B",2581822,"M","West Midlands Region","HE Qualification","30-40%","0-35",0,120,"N","Withdrawn","DDD 2013B"
"14344","DDD","2013B",2585285,"F","North Western Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass","DDD 2013B"
"14345","DDD","2013B",2586026,"M","South West Region","Lower Than A Level","50-60%","35-55",1,60,"N","Fail","DDD 2013B"
"14346","DDD","2013B",2594888,"F","East Anglian Region","A Level or Equivalent","70-80%","0-35",1,200,"Y","Pass","DDD 2013B"
"14347","DDD","2013B",2602486,"F","West Midlands Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","DDD 2013B"
"14348","DDD","2013B",2604660,"F","West Midlands Region","Lower Than A Level","20-30%","0-35",1,120,"N","Withdrawn","DDD 2013B"
"14349","DDD","2013B",2604698,"F","East Midlands Region","A Level or Equivalent","90-100%","0-35",4,300,"Y","Withdrawn","DDD 2013B"
"14350","DDD","2013B",2607945,"F","East Midlands Region","A Level or Equivalent","70-80%","0-35",0,120,"N","Withdrawn","DDD 2013B"
"14351","DDD","2013B",2611779,"M","London Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail","DDD 2013B"
"14352","DDD","2013B",2614272,"F","Wales","HE Qualification","70-80%","35-55",0,60,"N","Withdrawn","DDD 2013B"
"14353","DDD","2013B",2615892,"M","South Region","A Level or Equivalent","40-50%","35-55",0,110,"N","Pass","DDD 2013B"
"14354","DDD","2013B",2621590,"M","East Anglian Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Fail","DDD 2013B"
"14355","DDD","2013B",2624569,"F","South Region","HE Qualification","80-90%","35-55",1,60,"N","Withdrawn","DDD 2013B"
"14356","DDD","2013B",2624720,"F","South West Region","Lower Than A Level","50-60%","0-35",0,60,"Y","Fail","DDD 2013B"
"14357","DDD","2013B",2626179,"M","East Midlands Region","Lower Than A Level","10-20","0-35",0,60,"N","Pass","DDD 2013B"
"14358","DDD","2013B",2628025,"M","East Anglian Region","Lower Than A Level","80-90%","0-35",0,60,"N","Fail","DDD 2013B"
"14359","DDD","2013B",2629511,"F","Wales","Lower Than A Level","40-50%","35-55",0,120,"N","Withdrawn","DDD 2013B"
"14360","DDD","2013B",2632491,"M","Wales","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail","DDD 2013B"
"14361","DDD","2013B",2633235,"F","North Region","A Level or Equivalent","?","0-35",0,60,"N","Pass","DDD 2013B"
"14362","DDD","2013B",2636225,"M","West Midlands Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass","DDD 2013B"
"14363","DDD","2013B",2636885,"F","Yorkshire Region","A Level or Equivalent","10-20","35-55",1,120,"N","Withdrawn","DDD 2013B"
"14364","DDD","2013B",2639451,"F","East Anglian Region","A Level or Equivalent","80-90%","0-35",2,180,"Y","Distinction","DDD 2013B"
"14365","DDD","2013B",2640063,"M","West Midlands Region","Lower Than A Level","70-80%","0-35",0,120,"N","Fail","DDD 2013B"
"14366","DDD","2013B",2640992,"M","West Midlands Region","A Level or Equivalent","80-90%","35-55",1,150,"N","Fail","DDD 2013B"
"14367","DDD","2013B",2642830,"F","Scotland","A Level or Equivalent","60-70%","0-35",0,120,"N","Pass","DDD 2013B"
"14368","DDD","2013B",2643034,"F","South Region","Lower Than A Level","50-60%","0-35",1,60,"N","Withdrawn","DDD 2013B"
"14369","DDD","2013B",2643777,"M","South Region","Lower Than A Level","10-20","0-35",5,60,"N","Fail","DDD 2013B"
"14370","DDD","2013B",2647226,"F","South West Region","HE Qualification","90-100%","0-35",0,60,"N","Pass","DDD 2013B"
"14371","DDD","2013B",2648271,"M","Scotland","A Level or Equivalent","80-90%","0-35",0,60,"N","Withdrawn","DDD 2013B"
"14372","DDD","2013B",2652066,"M","East Midlands Region","Lower Than A Level","0-10%","35-55",1,60,"N","Withdrawn","DDD 2013B"
"14373","DDD","2013B",2655683,"M","West Midlands Region","No Formal quals","30-40%","0-35",0,60,"N","Fail","DDD 2013B"
"14374","DDD","2013B",2656282,"F","Scotland","A Level or Equivalent","30-40%","35-55",0,90,"N","Withdrawn","DDD 2013B"
"14375","DDD","2013B",2659756,"M","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","DDD 2013B"
"14376","DDD","2013B",2661870,"M","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,180,"N","Pass","DDD 2013B"
"14377","DDD","2013B",2665767,"M","South West Region","A Level or Equivalent","30-40%","35-55",2,120,"N","Withdrawn","DDD 2013B"
"14378","DDD","2013B",2666577,"F","South West Region","Lower Than A Level","30-40%","0-35",1,60,"Y","Pass","DDD 2013B"
"14379","DDD","2013B",2667605,"M","East Midlands Region","HE Qualification","50-60%","0-35",2,280,"N","Withdrawn","DDD 2013B"
"14380","DDD","2013B",2669206,"M","South West Region","A Level or Equivalent","0-10%","0-35",2,90,"N","Pass","DDD 2013B"
"14381","DDD","2013B",2672686,"M","London Region","HE Qualification","30-40%","0-35",0,60,"N","Distinction","DDD 2013B"
"14382","DDD","2013B",2677955,"F","South Region","A Level or Equivalent","80-90%","0-35",0,70,"N","Pass","DDD 2013B"
"14383","DDD","2013B",2678338,"F","East Anglian Region","No Formal quals","70-80%","0-35",1,120,"N","Fail","DDD 2013B"
"14384","DDD","2013B",2683836,"M","East Anglian Region","Lower Than A Level","40-50%","35-55",0,60,"N","Pass","DDD 2013B"
"14385","DDD","2013B",2685825,"M","London Region","Lower Than A Level","70-80%","0-35",0,60,"Y","Fail","DDD 2013B"
"14386","DDD","2013B",2686609,"M","South West Region","A Level or Equivalent","30-40%","0-35",1,180,"Y","Withdrawn","DDD 2013B"
"14387","DDD","2013B",2689536,"M","Scotland","HE Qualification","40-50%","35-55",0,120,"Y","Pass","DDD 2013B"
"14388","DDD","2013B",2691780,"F","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Withdrawn","DDD 2013B"
